username,comment,likes,time
@theresiajohanies5726,Di menit ke brpa kah ? Aku mau lgsg liat 😮😢,0,3 jam yang lalu
@sudarpasadingwayan1317,"kasian mental anak2, Bagus berani Protes",0,6 jam yang lalu
@Rifky_2S,"Gw kepikiran sama mental anak itu,di pojokan sama orang orang yang gk kompeten dalam memimpin kompetitisi,masih anak anak loh ,tega bgt ya💔",0,3 jam yang lalu
@expfarizzal,Nguawor jurinya,0,4 jam yang lalu
@Risul-f5y,Lomba cerdas cermat tapi jurinya kurang cerdas 😂😂😂😂😂😂😂😂😂😂,1,5 jam yang lalu
@Ikhsan_wd,SANGAT MENCERMINKAN WAJAH INDONESIA 😂,0,5 jam yang lalu
@malmukarramarama1870,juri kebanyakan nyoli 😂😂,1,3 jam yang lalu
@maratullatifahjauharinnafi5314,"anehnya sambas juga bilang ngga ada , whatt",0,15 menit yang lalu
@TheORY_04,Kalau boleh tahu nih dari pihak SMAN 1 SAMBAS bayar berapa ya kok bisa mengatur skenario sejenius penulis yang membuat sinetron indonesia dan sama sekali tidak bisa dibandingkan dengan skenario dari film-film barat di luar sana 😊😊😊,1,4 jam yang lalu
@TheORY_04,Definisi bermain politik di lingkungan sekolah,0,4 jam yang lalu
@0rennnn25,lomba cerdas cermat jurinya nggak cerdas😹✌🏻,1,3 jam yang lalu
@halimahimah4700,Jurinya kurang makan MBG😂😂😂,0,4 jam yang lalu
@marketingalatpemadamapi787,Sepertinya tampak dengan jelas kalau sang Bandar pegang group B,0,1 jam yang lalu
@radiograferaxis9612,"yg di kasih poin -5 juara 2 dan 
yg dibenarkan jawabannya dpet 10poin juara 1 lagi, ada apa ini?? 
penasaran bgt",0,3 jam yang lalu (diedit)
@D2n0804,Juri  rambutnya jangan dipanjangkan dan menutupi telinga biar nggak budek jadi bisa jelas dengar artikulasinya jawaban dari anak²,1,6 jam yang lalu
@mirzaaziz5864,"Kasihan pesertanya ... Tetep semangat adik2,,, INDONESIA tau pemenang sejatinya, INDONESIA SUDAH KRONIS  SAKITNYA...",0,59 menit yang lalu
@Kishibe-se1dm,Jurinya tuli😂😂,0,1 jam yang lalu
@denanoviantiutami1704,"B 80 
C 85",1,6 jam yang lalu
@AjzahNurFaqih,Hah cuman perasaan gw lagi nonton berita jurimahbebas,0,1 jam yang lalu
@burungijo6,Jurinya sangat adil loh saking adilnya setan setan sampek bangga,0,6 jam yang lalu
@DeandraDzakira,"Grup B 90, harusnya 80
Grup C 70, harusnya kembalikan yg tadi dikurangi (-5), dan tambahkan 10 poin untuk jawaban benar, hasilnya harusnya 85.

Kalau ini fair, Grup C Juara 1",0,3 jam yang lalu
@AnikSuwahyuni,"Jawaban dr group ( C2),....sdh sangat jelas, artikulasi jg jelas.....gmn sih",0,1 jam yang lalu
@ronialexsander9470,"Mau bertanya boleh pak juri?...

Tidur masih nyenyak GX..😂",0,4 jam yang lalu
@muhammadkamri3699,"Bahkan point cerdas cermat pun dikorupsi😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,. MVP bulan ini MPR RI",0,6 jam yang lalu
@Karma-gt16,"MC sok asik,juri pudeg, sipaling ngomong lancar, dan penonton bisu",2,5 jam yang lalu (diedit)
@f.kurniansyah7280,Harusnya grup c menang ini,0,2 jam yang lalu
@ahmadnuriqbal9451,Bikin malu trus kerjaannya awokawok,0,45 menit yang lalu
@januarriski2379,Wah gk bisa ini harus di tuntut,1,5 jam yang lalu
@febryyy7525,Jadi juri hanya melihat dan mendengarkan sebelah saja? dari jawaban yg pertama? Hilang kah mata + telinga sebelahnya?,0,1 jam yang lalu
@MasDani-ne6qx,"""Kita junjung sportivitas"" 👄, tapi nerima pendapat/protes aja gamau",0,1 jam yang lalu
@Daffa-f2t,Alasan orang indo malas belajar ya gini uda bener ga di dukung 😂,1,5 jam yang lalu
@putrakahayan7209,"Dewan juri suruh dengarin rekaman ini, artikulasi seperti apa lg yg diinginkan?",0,1 jam yang lalu
@pena_filem,JURI SI PALING ARTIKULASI ITU🤬🔥 41:40,0,6 jam yang lalu
@M.rizqyisnumomole,Ini dia VIDEONYA.Di menit 1:10:15 😢,0,3 jam yang lalu
@syafiudin6011,CERDAS CERMAT ini harus nya ada VAR nya agar dewan juri bisa berlaku ADIL dan tidak BERAT SEBELAH apalagi mementingkan kantong pribadi 😂😂,0,57 menit yang lalu
@yogaswara5697,"Yo ndak tau, kox nanya saya",0,2 jam yang lalu
@Mr_Green_Mini,1:10:50 langsung TKP,0,2 jam yang lalu
@MoyoMoyo-j1o,"1:14:10 "" Baik kita junjung  sportivitas untuk lomba ini "". Sportivitas my ass, gw kalau jadi adik"" di SMAN 1 Pontianak langsung walk out jir. MC enak banget daritadi gaslighting + menjatuhkan mental adik"" tsb. Udah bener si mbak jadi MC nikah aja jangan jadi MC lomba apalagi bergengsi kek gini. 

Juri juga menunjukkan kesewenang""an dan arogansi memberikan contoh buruk ke peserta lomba. Keliatan banget nggak mau dikritik sampe mengomentari artikulasi padahal jelas banget jir. Besok"" jangan diadain lagilah kalau penilaiannya keliru + bias kek gini. Ngasih contoh buruk + Ngabisin anggaran.

Semangat adik"" SMAN 1 Pontianak, kalian adalah pemenang sesungguhnya.",0,1 jam yang lalu
@mamiracha8491,MC sama juri nya aduh aduh,0,1 jam yang lalu
@ayiearwana294,"Kami mahukan juri seperti agar generasi konoha terus korupsi, salam dari negara luar 😂aku Malaysia wkwkwkwkwk",0,2 jam yang lalu
@IlyasNawawi-l6p,Dewan juri suruh ngliat VAR...,0,2 jam yang lalu
@Noval-t8j,Dongo dipelihara🥀,0,1 jam yang lalu
@andiariefianto3184,harusnya jentel kalau seharusnya yg juara sebenarnya bukan juara 1 versi juri sekolah harus menyerahkan ke juara sebenarnya.,0,6 jam yang lalu
@papaaleezachannel6830,"Detik2  kita menyaksikan hancurnya karir nya sesorang sekecap mata ini bukti keangkuahan tidak ada apa2 nya di Hadapan MahaKuasa , tanpa kita sadari 1:11:48.",0,2 jam yang lalu
@margonos1273,Dilihat dari dari segi argumentasi group C lebih dominan dari group A,0,4 jam yang lalu
@SUPERCELLSUPERCCEL,"cerdas cermat=tidak
cerdas nyuap= ya",0,2 jam yang lalu
@fajarsaputra6455,"Lu bayangin tuh anak² SMA N 1 Pontianak lagi di babak rebutan suasananya pasti tegang. Dengan percaya diri si Alexandra bisa jawab pertanyaan tapi mentalnya dihancurkan oleh juri yang maha benar, udah keburu ilang mood, temen temennya juga kemungkinan besar banyak yg hilang fokus. Gara gara juri biadap SMA Negeri 1 Pontianak gagal masuk playoff",0,2 jam yang lalu
@morris1983-z4z,Juri dan host sangat meneladani presiden Republik Konoha 🙈🙈,0,2 jam yang lalu
@rizky-q8r,"bisa bisanya semua pada berat sebelah, padahal lomba sekelas provinsi loh...",1,4 jam yang lalu
@LisannyaGaib,10:31 Itu kuping apa kerupuk?😂,0,3 jam yang lalu
@ayangnyadikey,anggota BPK dipilih oleh DPR dengan memperhatikan pertimbangan DPD dan diresmikan oleh presiden,0,2 jam yang lalu
@IMABoyverse_7,"Seharusnya SMAN 1 Pontianak jadi juaranya, jika juri tidak  salah menilai.


Sayang pak, SMAN 1 Pontianak dirugikan itu. Anulir hasil lombanya",1,3 jam yang lalu (diedit)
@RehanWibu-l1u,Bagus nya juri jadi pengemis sekalian Sana jadi juri gak adi😂😂,1,5 jam yang lalu
@mikajuu,lomba cerdas cermat tapi juri nya tidak cerdas 😂,1,5 jam yang lalu
@suhardigrogoldepok,"Demi keadilan.....LCC harus diulang. Nggak bisa berlindung dengan alasan keputusan yuri "" tidak bisa diganggu gugat""",0,4 jam yang lalu
@RahadianMuamar-ef3zs,Pancasila 1. Memberi suap,0,2 jam yang lalu
@achmaddahlan5899,Hehehe begitulah kalo politisi menjadi pelaksana tidak lepas dr kepentingan....hahaha,0,5 jam yang lalu
@amirantulchannel8391,"Kirain cuma sepak bola yang butuh var
Taunya lomba cerdas cermat kayanya juga butuh var 😅😅",1,4 jam yang lalu
@BenZ_official-xd,1:10:01 inti kalian kesini,0,3 jam yang lalu
@darilfawaid3166,Taukan kualitas MPR sampai detik ini.. kek gimana. Hmmmmm ini contoh kecil,0,19 menit yang lalu
@hyungnim64,kalau mau jadi juri cerdas cermat minimal cerdas dan cermat dulu lah,0,5 jam yang lalu
@masudkahar,ini PH nya ruang guru kah? mirip CoC,0,1 jam yang lalu
@Azrael_Lance,PANIK PANIK PANIK!!!! PANIK!!!!!!! PANIK!!!!! PANIK KAU DEKKK,0,3 jam yang lalu
@moodmaz9142,"sebenarnya ga ngaruh juga ya, karena point terakhir tetap group B yang menang. kalaupun tadi juri ga blunder mungkin nilainya hanya terpaut sedikit, hanya memang mental anak2 group C agak down sedikit, kelihatan dari setelah kejadian juri blunder group C terlihat kurang bersemangat",0,4 jam yang lalu
@AdelaEka-uj3jp,Jadi curiga sama jurinya di tutup brp sih ?,0,6 jam yang lalu
@warzuknikuni3140,SMG yg curang mendapatkan karmanya.. 🤲,0,54 menit yang lalu
@GibranR-r7s6t,seharusnya jurinya itu di ganti yg lebih muda aja biar kuping nya lebih leluasa mendengar,0,25 menit yang lalu
@yayatchainel,"Pengen Indonesia maju pak?, jangan bermain curang , cukup simple tapi tidak ada yang mau melakukan nya",0,5 jam yang lalu
@kenttrisk634,Jurinya kalo ditanya gw yakin 1000% gabakal bisa jawab wong dia liat catatan jawaban,0,5 jam yang lalu
@The_Zoel,Berawal dari 1:10:04 sampai Viral Dunia Akhirat😅,0,1 jam yang lalu
@IMABoyverse_7,"Hasil akhir grup B nilai 90 - 10 (krn menjawab pertanyaan yg SDH dijawab klp C dg benar) total 80 poin

Grup C nilai 70 + 5 (dr pengurangan nilai yg tidak seharusnya) + 10 ( jawaban benar yg disalahkan) total 85 poin",0,3 jam yang lalu
@AdeMarlintonz,GAK MUTU...JURI SEWENANG WENANG...TERNYATA JURINYA SENENG FOTO AMA JUARA 1 WKKWKWKW,0,2 jam yang lalu (diedit)
@trikmenjahit1658,Dewan juri & MC tidak becuus jangan kasih panggung lagi !!!!!!!!,0,3 jam yang lalu (diedit)
@treasurerarities,jejak digital,0,6 jam yang lalu
@trashpasser8173,Masih menunggu klarifikasi dari para juri dan mcnya..,0,5 jam yang lalu
@lebkikekarindonesia471,1:12:36 momentum arogansi muncul,0,2 jam yang lalu
@rizkysilalahi925,Siap² di goreng se indonesia,0,5 jam yang lalu
@salimsabar9717,Udah lumrah iti kurang sogok,0,1 jam yang lalu
@rifkinugraha151,"Lain kali untuk jadi juri harus medical checkup ya, cek Telinga jgn lupa😅",0,1 jam yang lalu
@Quited786,"Sangat ✨KoMpeTeN✨ bahkan tk aja udah tau mereka jawabnya sama, kalo ga bisa nilai ya gausah ikutan ya tlol. Sorry kalo agak kasar, tapi ya bener bener tlol",0,1 jam yang lalu
@faridelathros1030,"Melihat jabatan mbak Juri, saya berbaik sangka kepada Juri. 
Barangkali mbak juri sengaja membuat kegaduhan ini supaya viral dan sosialisasi 4 pilar sukses. Beliau rela dihujat netizen seindonesia agar acara ini ditonton jutaan 🤣🤣🤣🤣",0,3 jam yang lalu
@moonmanchann,"Emang juru sebenarnya tu netizen, kalau para-para petinggi jadi nya kayak gini😹",0,4 jam yang lalu
@yoribong9455,Kalo pemenangnya sudah ditentukan ngpain ngadain lomba ini,0,3 jam yang lalu
@rizkipratama5638,HAHAHAAHHAHAHAHAHAAHAHAHHAHAHAHAHHAHAHA JURI NYA,0,4 jam yang lalu
@zidanefikri.,Akun ig SMAN 1 Sambas matiin komen dong 😂,0,1 jam yang lalu
@alieraff,"Naikan gaji Juri
😂😂😂",0,1 jam yang lalu
@AnakKopo666,Kurang dari 5 MENIT. KARIR HANCUR GARA GARA KUPING BUDEG,0,5 jam yang lalu
@reremiofficial,Objektif apa subjektif apa uangtif inih,0,4 jam yang lalu
@ARKEMIiii,"Mungkin perasaan adik² saja🗿,

Suara sejelas itu masih di bilang gk ada DPD🗿


Artikulasi juga bagus, menuju indonesia emas 2040🗿",0,3 jam yang lalu
@ratnapuspasari4336,Kameranya emng cma satu ya yg nyorot untuk lihat VA nya,0,4 jam yang lalu
@NaylaputricahayuRahmat,Di Konoha ini ada duit ada solusi 😊,0,2 jam yang lalu
@ALFRANZXZ,anggota badan pemeriksa keuangan di pilih oleh dpr dengan memperhatikan pertimbangan dpd dan di resmikan oleh presiden 1:10:22 dan 1:11:09  sama kocak tanding ulang,0,4 jam yang lalu
@samskill1991,Demi apa?,0,2 jam yang lalu
@pgj8907,Padahal perasaan sama persis malah dibilang salah wth?,0,4 jam yang lalu
@videorandom-gd3tr,Pasti udah dibayar itu 😂,0,4 jam yang lalu
@Dark_Indonesia2,"MANA JURI NYA TAK PARANI SINI , SAYA TANDAIN MEH MEH , JURI BUDEG , BUDEG BUDEG SAMPAH JURI NYA  akhir akhir nya kalifikasi "" saya minta maaf""",1,6 jam yang lalu (diedit)
@YoviYovi-vj1qz,Lu jadi juri niat gk sih,1,58 menit yang lalu
@RafzAjah,juri nya di sogok brp 😂😂,0,4 jam yang lalu
@ikbaladisazali2541,Gimanah kite serbu MC juri yg AROGAN CUKKKKKK KASIH PAHAM,0,1 jam yang lalu
@nostalgiagameplay3933,Enak bet “nilai minus 5” dengan ekspresi smug,0,2 jam yang lalu
@yanaindiana7126,ORANG TULI JADI JURI kelar sudah,0,4 jam yang lalu
@LYy-u9w,kalo cerdas cermat harusnya cepat gasi jawabnya maaf gatau gapernah ikut cerdas cermat,1,2 jam yang lalu (diedit)
@ningsihshalahuddin8092,Padahal jelas jawabannya sama malah yg satu disalahin..,0,3 jam yang lalu
@puaq,"Andai jawaban grup c diterima point mereka 85, bukan 70 karena tdk kena pengurangan -5 tp dpt 10, sementara grup b total poin 80 Krn tdk dpt poin 10 pada pertanyaan itu",0,6 jam yang lalu
@apaajaboleh2918,"PENDENGARAN YG BAIK ITU PENTING, YAA!!! JADI, BIASAKAN KALO JADI JURI ITU BERSIHIN TELINGA DULU, YAA!!! KALO MENURUT KALIAN KUPING KALIAN SUDAH BERSIH TAPI MASIH BUDEG, YA ITU ARTINYA KALEAN MUSTI KE DOKTER THT. JADI SEKALI LAGI NETIZEN MEMPERINGATKAN, ITU CONGE BERSIHIN DULU SEBELUM JADI JURI, YAA !!!!",0,31 menit yang lalu
@Zaki-h9l,muka juri nya mirip kayak yang ada di PP YouTube gw😂,0,2 jam yang lalu
@anuiAja18,"Aroma² di disuapnya kuat banget😂😂, keliatan banget anti kritik",0,5 jam yang lalu (diedit)
@antomiyanto3180,Gmn muka juri nya pas ini di tayangin ulang? Masih bs makan dan tidur enak ga ya ?,0,5 jam yang lalu
@widyaapriyanti6155,ga terima bgt anjir curang,1,6 jam yang lalu
@Sandralsmn,MC pasti dibayar ini sama juri nya biar ga adil apa gimana ga tau dah,0,5 menit yang lalu
@mbakcurr602,"1:12:18 harusnya tidak bisa sepihak dan mengatas namakan keputusan di tangan Dewan juri, bukan bermaksud menggurui tapi seharusnya jika kurang jelas atau arti kulasi yang kurang jelas dan atau ragu pada saat mendengarkan jawaban dari peserta harusnya Dewan juri berhak mengulang jawaban seperti beberapa soal sebelumnya.",0,4 jam yang lalu
@samskill1991,Mari kita telusur bersama terkait peserta grub B. Apakah ada yang berlatar belakang anak orang hebat,0,2 jam yang lalu
@vikyandrian1987,Itu yg bilang artikulasi bagian kepala sosialisasi mana berhentikan saja,0,1 jam yang lalu
@FeniDwyPutriNazara,Juri nya kurang fokus😮‍💨😮‍💨,0,13 menit yang lalu
@lildunk_id,walkout,0,3 jam yang lalu
@lamp_lighterr,"젠장, 배심원들의 자존심이 너무 세서 실수하고 싶지 않은 모양이네!",0,2 jam yang lalu
@Been5586,Juaranya SMA 1 PONTIANAK woi....,0,5 jam yang lalu
@yusufyusuf-vm9cl,Jurinya yang punya sekolahan mungkin,0,2 jam yang lalu
@Kris_Hogen,Juri gada yang mau minta maaf secara pribadi?,0,4 jam yang lalu
@MuhammadKaka-lo1ug,Jurinya tuli,1,1 jam yang lalu
@Faira-f9y,sepertinya juri dan MC harus di tidak terima di berbagai acara apapun,0,55 menit yang lalu
@IanArfani,"Peserta SMAN 1 pontianak juga salah kok, pesertanya udah punya sepatu masing-masing tapi gak dilempar ke muka jurinya",0,2 jam yang lalu
@channelNabila89,"POKOKNYA JURI HARUS MINTA MAAF DAN REVISI JAWABANNYA!!!!! 





KASIAN TAHU PESERTANYA!!!",0,4 jam yang lalu (diedit)
@Deffaro,Juri sogokan,0,4 jam yang lalu
@MardianaRiskiyah-jb4sj,Juri tidak menerima masukan. Sangat memojokkan dan tidak menerima protes yang disampaikan dengan intonasi penyampaian yang baik oleh peserta. Padahal tinggal diputar ulang saja....!!!!!!,0,4 jam yang lalu (diedit)
@dikaadnyana2040,"1:10:27-1:12:40 malah blunderr ngakak banget 😂
Kebanyakan mbgg 😂😂",0,4 jam yang lalu
@M.Fazal.,ARTIKULASI nya kurang jelas dari segi UANG dan RELASI nya kali (?),0,1 jam yang lalu
@ruslansukardi9378,"Disini bisa kita lihat bobroknya negri ini, bukan hanya dewan juri host pun tidak becus, hal sensitif seperti ini apa tidak bisa lansung cek tayangan ulang sebelum lanjut seburuk inikah sistem, keberpihakan selalu di pertahankan mental dan semangat anak bangsa dirusak begitu saja dengan sistem yang kejam buat apa kegiatan seperti ini d buat kalau blum bisa benahi hal keberpihakan, berapa banyak lagi mental dan swmangat anak bangsa yang akan dirusak",0,51 menit yang lalu
@raninasution4499,1:14:10 sportifitas apa mba MC 😭😭,0,2 jam yang lalu (diedit)
@ShantyKesel,Kalau saya jadi kepala sekolah sma 1 sambas...saya akan mengundurkan diri dan mengakui bahwa saya kalah dengan sma 1 pontianak...,0,4 jam yang lalu
@OzyGridd,"Ini nih yang biasanya membuat murid tidak bisa berkembang dengan baik, bukannya di cek atau di revisi malah menunjukkan superioritas yang seharusnya tidak ada. Ini kah yang di sebut sportivitas jika jurinya saja tidak sportif?",0,6 jam yang lalu
@yunusadinata8989,"Memalukan. 
Memalukan
Memalukan",0,3 menit yang lalu
@AminMin-z1x,Juri yg sekolah cuma sampe depan gerbang pintu sekolah ya gini 1:09,0,2 jam yang lalu
@xideabs6864,"MC bolehlah dari kampus (universitas) gitu.., bejibun itu yang pintar dan keren...",0,6 jam yang lalu
@bastianunduhfilm,mungkin kedepan cerdas cermat juga harus pakai Video Assistant Jury (VAJ). hancur mental anak-anak bangsa yang cerdas hanya karena satu orang tua tidak cermat,0,52 menit yang lalu
@alif_rahza_ph,"Kalo di Game Arisan, kesalahan Juri langsung diralat, inimah kaga anjjrr diterusin 😂",0,1 jam yang lalu
@scevenjer,"artikulasi penting, tapu kuping ga budeg juga penting buu ..",1,3 jam yang lalu
@damardermawan,juri banyak nyoli ya gini😂,0,3 jam yang lalu
@HabisMain,"BLoK Juri merasa  kek paling bener.
Belum dapat asupan MBG ni",1,5 jam yang lalu
@AlieHambalie,"Rakyat Indonesia menggugat agar Tuan Dyastasita WB, S.Sos dan Nyonya Indri Wahyuni, SIP, MA agar dipecat atau diskor dan diperiksa ke dokter THT...!!!

Bagaimana Anggota Dewan dan Majelis mau dengarkan Suara hati nurani rakyat kalau dewan juri saja tuli bin congek seperti itu???",0,1 jam yang lalu
@NiyanGameplay,"Sengaja bikin netizen marah ya kau Juri??. Kau dibayar atau gimana. Lu budek atau gimana??. Apa sengaja bikin ngejatuhin 
SMA lain??. Tanggung jawab, nanti kalau ada anak cerdas malah trauma gak mau ikut kompetisi lagi",1,1 jam yang lalu
@Nikataraaaa,Juri apaan tuh... Jawabannya sama juri Konoha ya model kaya kocak....,1,3 jam yang lalu
@tintinnntunn,Aduhh ngerii banget ya kalo kepala pemimpin ga mau dngerin  bawahannya. Pdhal jelas banget:(,0,48 menit yang lalu
@AhmadRafi-t2c,Tolong jurinya diban aja ya,0,1 jam yang lalu
@narutolovers6398,"Harus nya point SMAN 1 PNK 85 point
SMAN 1 Sambas 80

SMAN1 PONTIANAK JUARA",0,3 jam yang lalu
@akbaruto,Knp tidak di take down. padahal pempertontonkan kesalahan sendiri,0,2 jam yang lalu
@zakkilim,😂😂😂😂😂😂😂😂😂😂😂😂,0,1 jam yang lalu
@REFRAMED,"1:10:19 - 1:14:03 
ASLI INI INKOMPETEN BANGET, GAK PANTES JADI JURI, ITU JUGA MC JARANG DPT JOB KAH SAMPE2 HARUS NGEJILAT MACAM GITU?",0,5 jam yang lalu (diedit)
@asaaa31.,"1:11:45 regu B juga ga sportif wkwk menjunjung sportifitas apaan mereka bilang ""enggak."" gitu dengan tangannya",1,4 jam yang lalu (diedit)
@bp.yakinanggara4170,1:11:30  ada gak juri yang bolot 😅,0,4 jam yang lalu
@arifaiofficial,juri tidak budeg juga penting,0,24 menit yang lalu
@kampungbagus,"RATU ARTIKULASI yang tidak ber artikulasi

Kira-kira akan berbesar hati minta maaf secara terbuka di media nasional ga ya?

Apa kira-kira akan diberhentikan dari jabatan publiknya sebagai Kepala Badan Artikulasi eh.. Sosialisasi...",0,2 jam yang lalu
@72adhiel,2 orang juri itu tidak pantas jadi pejabat di MPR... sangat memalukan😳,0,6 jam yang lalu
@RoyIswan,Besok besok kalo nyari juri jangan yang bideg biar tidak ada yang dirugikan,0,6 jam yang lalu
@Office_cinema,Juri bisa lengserkan nggak kalau nggak di kasih poin ulang kasih Tu juri,0,1 jam yang lalu
@AnonymousCall-y6u,"Jurinya ngantuk apa gimana 
47:00  disini peserta ngomong TAP MPR NO 6
51:39 trus peserta ngubah jadi TAP MPR NO 7 
dan malah di benerin.
Sedangkan disini
1:12:16 disini juga malah ga denger jawaban pesertanya
Kocak 😂😂",0,3 jam yang lalu
@kakhd-o1k,1:10:36 lomba cerdas cermat tapi jurinya gak cermat kocak😂😂😂,0,3 jam yang lalu (diedit)
@Pinoc2g,Jurinya ber- IQ -5 tuh🗿,0,4 jam yang lalu
@Tanayaka,Woi gimana ini woi,0,4 jam yang lalu
@ayudelia8347,jurinyaaa budekkkkkkk,0,5 jam yang lalu
@kael_daop1,"tes kepintaran, tapi keliatan tuh kepintaran jurinya.....",0,3 jam yang lalu
@RidzAzhar,1:12:50 😢😢😢,0,2 jam yang lalu
@RefanArdiansyah-k5g,Ibarat udah salah gak mau salah,0,2 jam yang lalu
@ChintyaWulandari-w6q,"Soalnya grup C jawabnya ga jelas sihhhhhh agak pelan
Bener grup B deh",0,56 menit yang lalu (diedit)
@hegadifansa,"1:24:44 sipaling teliti tuh, malu gasih ngomong artikulasi padahal sendirinya yang bud3k",1,5 jam yang lalu
@suhardigrogoldepok,LCC Harus di ulang!!!,0,4 jam yang lalu
@ccanderr,plenger bgt juri nya😑😹😭💔,0,5 jam yang lalu
@AnSori-w6n,Wooooo gak teliti pasti di sogok huuuuuuuu teliti dong huuuuuuuuuuuu kasih ke ADILAN DONG huuuuuuu,0,4 jam yang lalu
@ningsihshalahuddin8092,WOI GIMANA SIH,0,3 jam yang lalu
@fi87zz,jurinya lawak 😹,0,3 jam yang lalu
@KamtoOtomax-w6o,Juri rak kompeten pecat saja,1,5 jam yang lalu
@mikirbebas1981,Juri Cerdas Cermat tapi org2nya jauh dari kata Cerdas dan CERMAT.,0,6 jam yang lalu
@fi87zz,keknya darksistem ml pun masih bisa mkir daripada nih juri😹😹,0,3 jam yang lalu
@JOHAR-f9g,Lomba sepert ini pasti akan dihentikan untuk sementara waktu.,0,5 jam yang lalu
@Non-c6k,TIDAK ADA KATAMAAF BAGI JURI DAN PENDAMPINGNYA .KESALAHAN DILAKUKAN PEMBENARAN..PECCAAATT..TIDAK AFA KATA MAAF,1,5 jam yang lalu
@bangarre8391,Ayo dislike videonya. Bila perlu dilaporkan. Karena mengandung pembodohan..,1,1 jam yang lalu
@setiajicuy_1945,"Sekelas dewan pun masih di pertanyakan yak?. Padahal sudah jelas apa yang di terangkan oleh adik adik kita itu berbicara fakta, tapi juri seolah tidak adil. Sungguh membagongkan sekali😂",0,5 jam yang lalu
@NanoHistoryt2h,lgi nunggu klarifikasinya,0,3 jam yang lalu
@GustiAlmaas90,1:12:22  alah titied😂😂😂😂😂😂,0,1 jam yang lalu
@kay71812,"Aib Aib.

Pecat aja gak sih",0,5 jam yang lalu
@adityanoor5342,MINIMAL PERIKSA DULU KE THT KALAU JADI JURI,0,1 jam yang lalu
@JordanSagala-t4z,Lomba cerdas cermat jurinya Tidak cermat,0,2 jam yang lalu
@voxl_9821,"Padahal jelas banget tata bahasanya bisa bisanya malah minus poin. Begitu lawannya jawab dengan kata kata yang sama persis malah poin plus, something is weird boys 😂",0,2 jam yang lalu
@Hans_129,Channel resmi MPR lo😂😂 gini amat yak😂,0,2 jam yang lalu
@sitikharomah05,"artikulasi matane,",0,3 jam yang lalu
@AhmadWahjoedinWD,CERDAS CERMAT malah jurinya udah bawa contekan jawaban malah gak cerdas dan cermat 😂😂😂😂😂😂,0,1 jam yang lalu
@YoviYovi-vj1qz,Kebanyakan nyawit,1,58 menit yang lalu
@rickparsley4248,si paling artikulasi,0,5 jam yang lalu
@sabrinacellular6275,Hhh udh ku kuduga  pasti grub b  juara 1 wkwkwk,0,2 jam yang lalu
@BahtiarBach,Oh jurinya perwakilan MPR RI.. memalukaan,0,3 jam yang lalu
@rayzanjebagjebok,janggal,0,1 jam yang lalu
@Jyyanimasi08,ITU JURINYA O'ON BENER,0,5 jam yang lalu
@yayatchainel,"MCnya, mengapa berkata ( perasaan adik saja), Mcnya apakah tidak tau perkataannya bisa merusak mental adik yang ada di situ?. Mcnya berpendidikan tinggi kan?, mengapa dia berkata seperti itu?",0,6 jam yang lalu (diedit)
@jobdesk3614,"udah jadi juri modal baca kunci jawaban yg disiapin panitia,eh ada jawaban yg kalimatnya berbeda dari teks,tp intinya sama. eh disalahin.parah dah nyontek,salah pula",0,4 jam yang lalu
@rebelsz,katanya pemerintah menerima kritik dan saran nyata nya apa ini udah menyalahgunakan kekuasaan di kritik dikit ngerasa tersakiti 😂,0,4 jam yang lalu
@Been5586,Koreksi dong hasilnya....kita pantau terus...AWAS Aja JIKA YG MAJU KE JAKARTA SMA 1 SAMBAS 😡😡😡🔥🔥🔥🔥🔥🔥,0,5 jam yang lalu
@anonimmzxt,Mana nih klarifikasinya? Masih merasa paling benar kah mereka berdua itu?,0,2 jam yang lalu (diedit)
@dibyowidodo5424,"Juri sebaiknya juga introspeksi diri  agar meriksakan telinga ke dokter THT sehingga tidak sekedar menyalakan peserta,saya dengar Clear sekali jawabannya. Kemudian pak Dyastasita agar pemahaman materi diperdalam saya lihat beliau membaca saja masih kebingungan.",0,5 jam yang lalu (diedit)
@AnotherKagawa,"Jarang denger suara rakyat jadi kgk ke pake tu telinga , wajarinnnn",0,3 jam yang lalu
@Nissalptl57,"Suara siswa menjawab kebenaran digedung MPR aja gak dengar pak yang sudah sejelas dan seterang itu, apalagi suara rakyat!!!!!

Btw cara menerima sanggahannya anti kritik dan membungkam dengan kuasa!!! Emang beginilah cerminan pejabat khususnya legislasi DPR, MPR",0,3 jam yang lalu
@Alfatih-m7k5g,Woi itu sama persis b sama c masa b dapat 10 point sedang kan c mines 5 !!,0,4 jam yang lalu
@teeppiest,kesel bgt dah,0,1 jam yang lalu
@Sem-k5i,"Pada menit 1:10:29
Jelas disebut :
""Dengan memperhatikan pertimbangan dewan perwakilan daerah...""

Trus kenapa bpk juri itu bilang bhw pertimbangan DPD daerah tdk disebut???

Mengapa sangat sulit utk mengakui sebuah kesalahan lalu membunuh semangat anak2 muda generasi penerus bangsa???


Sadar pak....Sadar",0,1 jam yang lalu
@Nazedt,DZOLIM !,0,3 jam yang lalu
@anggeraulia8505,Blog,0,1 jam yang lalu
@GibarNardu,"Udah jelas dahal, tht dulu kelen pak",0,6 jam yang lalu
