username,comment,likes,time,likes_clean,days_ago,text_length,comment_clean,comment_normalized,comment_final,sentiment
@SurantoSelin-pk2bs,Yang sabar untuk anak SMA Negeri 1 pontianak,0,20 jam yang lalu,0,0,44,yang sabar untuk anak sma negeri pontianak,yang sabar untuk anak sama negeri pontianak,sabar anak negeri pontianak,1
@thecunn5076,"Bener banget , ini point'",0,19 jam yang lalu,0,0,25,bener banget ini point,benar banget ini point,benar point,1
@ErwinFelani-q8y,"org yg gak mau dibantah, keras kepala, merasa kuasa",0,18 jam yang lalu,0,0,51,org yg gak mau dibantah keras kepala merasa kuasa,orang yang tidak mau dibantah keras kepala merasa kuasa,tidak dibantah keras kepala merasa kuasa,0
@DewaHitam-j5k,"​ @ErwinFelani-q8y .
Hidup koruptor. Hidup koruptor hiduppppp koruptor.. mari majukan budaya koruptor...",0,18 jam yang lalu,0,0,105,q y hidup koruptor hidup koruptor hiduppppp koruptor mari majukan budaya koruptor,ku ya hidup koruptor hidup koruptor hidup koruptor mari majukan budaya koruptor,ku hidup koruptor hidup koruptor hidup koruptor majukan budaya koruptor,0
@DewaHitam-j5k,Hidup koruptor. Hidup koruptor hiduppppp koruptor.. mari majukan budaya koruptor...,0,18 jam yang lalu,0,0,83,hidup koruptor hidup koruptor hiduppppp koruptor mari majukan budaya koruptor,hidup koruptor hidup koruptor hidup koruptor mari majukan budaya koruptor,hidup koruptor hidup koruptor hidup koruptor majukan budaya koruptor,0
@lonasaja,"Iya, berpandangan sempit dan arogan.",0,17 jam yang lalu,0,0,36,iya berpandangan sempit dan arogan,iya berpandangan sempit dan arogan,berpandangan sempit arogan,0
@hariwibowo5635,"Yg jadi pilarnya sudah remuk bro…😂😂😂
Dewan juri kok arogan amat…
Artikulasi😂😂😂",0,16 jam yang lalu,0,0,80,yg jadi pilarnya sudah remuk bro dewan juri kok arogan amat artikulasi,yang jadi pilarnya sudah remuk bro dewan juri kok arogan amat artikulasi,pilarnya remuk dewan juri arogan artikulasi,0
@three4758,up,0,15 jam yang lalu,0,0,2,up,up,up,1
@Blueyeti45,1:13:16  parah ini😂,0,15 jam yang lalu,0,0,19,parah ini,parah ini,parah,0
@Juanto-k7f,Orang seperti ini tidak pantas sebagai juri apalagi pejabat yang tidak mau di ingatkan juri arogan,0,14 jam yang lalu,0,0,98,orang seperti ini tidak pantas sebagai juri apalagi pejabat yang tidak mau di ingatkan juri arogan,orang seperti ini tidak pantas sebagai juri apalagi pejabat yang tidak mau di ingatkan juri arogan,tidak pantas juri pejabat tidak ingatkan juri arogan,0
@Akudewe-yv6rv,Bergerak berawal dari sektor pendidikan. Mencari kebenaran dan keadilan..!!,0,14 jam yang lalu,0,0,75,bergerak berawal dari sektor pendidikan mencari kebenaran dan keadilan,bergerak berawal dari sektor pendidikan mencari kebenaran dan keadilan,bergerak berawal sektor pendidikan mencari kebenaran keadilan,1
@ahsanulalfajarinugraha5354,admin baca komentar ini ga yaa??,0,13 jam yang lalu,0,0,32,admin baca komentar ini ga yaa,admin baca komentar ini tidak ya,admin baca komentar tidak,1
@zahra_2205,"Suara peserta sedekat itu aja tak terdengar, apalagi suara rakyat😩",0,12 jam yang lalu,0,0,66,suara peserta sedekat itu aja tak terdengar apalagi suara rakyat,suara peserta sedekat itu saja tak terdengar apalagi suara rakyat,suara peserta sedekat tak terdengar suara rakyat,1
@rusmantorusman5382,Juri nya budeg gak ngarti...,0,12 jam yang lalu,0,0,28,juri nya budeg gak ngarti,juri ya budeg tidak ngarti,juri budeg tidak ngarti,0
@twinchannel1315,BOLOT,0,12 jam yang lalu,0,0,5,bolot,bolot,bolot,1
@nafasya_fu,Menit keberapa yah?,0,11 jam yang lalu,0,0,19,menit keberapa yah,menit keberapa ya,menit keberapa,1
@nafasya_fu,Menit keberapa?,0,11 jam yang lalu,0,0,15,menit keberapa,menit keberapa,menit keberapa,1
@nafasya_fu,Menit 1:10:0,0,11 jam yang lalu,0,0,12,menit,menit,menit,1
@MahesaCakra-j5o,Artikulasi ibuk yg jadi juri nggak jelas..,0,11 jam yang lalu,0,0,42,artikulasi ibuk yg jadi juri nggak jelas,artikulasi ibuk yang jadi juri tidak jelas,artikulasi ibuk juri tidak jelas,0
@cenel2an,Juri2 terbiasa Budeg pada aspirasi rakyat bahkan membungkam rakyat 🗿,0,10 jam yang lalu,0,0,68,juri terbiasa budeg pada aspirasi rakyat bahkan membungkam rakyat,juri terbiasa budeg pada aspirasi rakyat bahkan membungkam rakyat,juri terbiasa budeg aspirasi rakyat bahkan membungkam rakyat,0
@squadhard6138,"ngomong artikulasi perhatikan tp sendiri nya ngomong R aja masi blm jelas wkwk, bkn nya ngatain tapi kuping juri rada"" 😂",0,10 jam yang lalu,0,0,120,ngomong artikulasi perhatikan tp sendiri nya ngomong r aja masi blm jelas wkwk bkn nya ngatain tapi kuping juri rada,mengomong artikulasi perhatikan tapi sendiri ya mengomong r saja masih belum jelas wkwk bukan ya mengatai tapi kuping juri rada,mengomong artikulasi perhatikan mengomong r jelas bukan mengatai kuping juri rada,0
@YudhaYudha-wv8td,Ikut,0,10 jam yang lalu,0,0,4,ikut,ikut,ikut,1
@Haliling2608,"Makanya malas berdebat pendapat sama orang tua, merasa paling tau segalanya, susah nerima pendapat",0,9 jam yang lalu,0,0,98,makanya malas berdebat pendapat sama orang tua merasa paling tau segalanya susah nerima pendapat,makanya malas berdebat pendapat sama orang tua merasa paling tau segalanya susah menerima pendapat,makanya malas berdebat pendapat tua merasa paling tau segalanya susah menerima pendapat,1
@asepsliyeg6525,"JURI ADALAH WAKIL TUHAN YANG PERNYATAANNYA TIDAK BOLEH DIBANTAH, DIBANTAH MAKA DOSA ANDA PLUS 10 DAN PAHALA MINUS 5.",0,9 jam yang lalu,0,0,116,juri adalah wakil tuhan yang pernyataannya tidak boleh dibantah dibantah maka dosa anda plus dan pahala minus,juri adalah wakil tuhan yang pernyataannya tidak boleh dibantah dibantah maka dosa anda plus dan pahala minus,juri wakil tuhan pernyataannya tidak dibantah dibantah dosa plus pahala minus,0
@bisaaja-g5z,Lha jangankan suara siswa suara rakyatpun mereka tidak mendengar,0,9 jam yang lalu,0,0,64,lha jangankan suara siswa suara rakyatpun mereka tidak mendengar,lah jangankan suara siswa suara rakyatpun mereka tidak mendengar,jangankan suara siswa suara rakyatpun tidak mendengar,0
@tikahns1541,berasa jadi raja banget dewan juri gamau di kritik samsek haha,0,7 jam yang lalu,0,0,62,berasa jadi raja banget dewan juri gamau di kritik samsek haha,berasa jadi raja banget dewan juri tidak mau di kritik samsek haha,berasa raja dewan juri tidak kritik samsek,0
@FahirasalwaAfifa,Kesini gara2 viral juri yg g jelas dengernya alias budek jd penasaran kira2 siapa yg jd pemeenangnya😊😅,0,6 jam yang lalu,0,0,102,kesini gara viral juri yg g jelas dengernya alias budek jd penasaran kira siapa yg jd pemeenangnya,kesini gara viral juri yang tidak jelas dengernya alias budek jadi penasaran kira siapa yang jadi pemeenangnya,kesini gara viral juri tidak jelas dengernya alias budek penasaran kira pemeenangnya,0
@axelrose9383,"Itu lah gambaran para pejabat di Indonesia, merasa paling benar dan anti kritik.",0,5 jam yang lalu,0,0,80,itu lah gambaran para pejabat di indonesia merasa paling benar dan anti kritik,itu lah gambaran para pejabat di indonesia merasa paling benar dan anti kritik,gambaran pejabat indonesia merasa paling benar anti kritik,0
@ChanelPN,"Saya setuju dengan tanggapan anda,",0,5 jam yang lalu,0,0,34,saya setuju dengan tanggapan anda,saya setuju dengan tanggapan anda,setuju tanggapan,1
@popohejo1,mirip siapa ya?? 😁😁😁,0,5 jam yang lalu,0,0,20,mirip siapa ya,mirip siapa ya,mirip,1
@Dinafri,Itu bukan juri tapi jurang yang longsor,0,4 jam yang lalu,0,0,39,itu bukan juri tapi jurang yang longsor,itu bukan juri tapi jurang yang longsor,bukan juri jurang longsor,0
@fitriannisa9050,"Apabila kebenaran dibungkam, Rakyat ditindas, Penguasa sudah Anti Kritik, maka hanya ada 1 kata ""LAWAN"".",0,4 jam yang lalu,0,0,104,apabila kebenaran dibungkam rakyat ditindas penguasa sudah anti kritik maka hanya ada kata lawan,apabila kebenaran dibungkam rakyat ditindas penguasa sudah anti kritik maka hanya ada kata lawan,apabila kebenaran dibungkam rakyat ditindas penguasa anti kritik kata lawan,0
@RHChannel10,Rumah Demokrasi Bangsa Ini perlu di bersihkan dari tangan tangan otoriter dan kapitalis,0,3 jam yang lalu,0,0,87,rumah demokrasi bangsa ini perlu di bersihkan dari tangan tangan otoriter dan kapitalis,rumah demokrasi bangsa ini perlu di bersihkan dari tangan tangan otoriter dan kapitalis,rumah demokrasi bangsa perlu bersihkan tangan tangan otoriter kapitalis,0
@Mulyono-re5gw,Juri ngantuk kok dipakek,0,3 jam yang lalu,0,0,24,juri ngantuk kok dipakek,juri ngantuk kok dipakek,juri ngantuk dipakek,0
@mancingmancing2002,Harusnya ada VAR,0,2 jam yang lalu,0,0,16,harusnya ada var,harusnya ada var,harusnya var,0
@lordvalc4478,"JURI NYA DARI MPR , TAPI MALAH MELANGGAR UU...",0,2 jam yang lalu,0,0,46,juri nya dari mpr tapi malah melanggar uu,juri ya dari mpr tapi malah melanggar uu,juri mpr malah melanggar uu,0
@muhammadwildan4461,Orang totol jadi juri,0,2 jam yang lalu,0,0,21,orang totol jadi juri,orang totol jadi juri,totol juri,0
@antaline,Kok Orang Tuli jadi Juri sihh 😌,0,2 jam yang lalu,0,0,31,kok orang tuli jadi juri sihh,kok orang tuli jadi juri sih,tuli juri,0
@gagarisman3424,Jangan memberi contoh otoriter pada generasi muda. Kan bisa diputar kembali jawabannya yang sudah terekam. Sepakbola saja ada tayangan ulang demi tercapainya kepuasan bersama dan kemenangan yang diakui semua pihak.,0,1 jam yang lalu,0,0,214,jangan memberi contoh otoriter pada generasi muda kan bisa diputar kembali jawabannya yang sudah terekam sepakbola saja ada tayangan ulang demi tercapainya kepuasan bersama dan kemenangan yang diakui semua pihak,jangan memberi contoh otoriter pada generasi muda kan bisa diputar kembali jawabannya yang sudah terekam sepakbola saja ada tayangan ulang demi tercapainya kepuasan bersama dan kemenangan yang diakui semua pihak,jangan memberi contoh otoriter generasi muda diputar jawabannya terekam sepakbola tayangan ulang tercapainya kepuasan bersama kemenangan diakui pihak,0
@zufry001,"Pasang VAR , sekelas nasional keputusan berdasarkan asumsi juri... Udah gak jaman. Biarkan jawaban tetaplah jawaban. Anak"" yang pintar ini tersandung hanya karena ke egoan hirarki.",0,1 jam yang lalu (diedit),0,0,180,pasang var sekelas nasional keputusan berdasarkan asumsi juri udah gak jaman biarkan jawaban tetaplah jawaban anak yang pintar ini tersandung hanya karena ke egoan hirarki,pasang var sekelas nasional keputusan berdasarkan asumsi juri sudah tidak jaman biarkan jawaban tetaplah jawaban anak yang pintar ini tersandung hanya karena ke egoan hirarki,pasang var sekelas nasional keputusan berdasarkan asumsi juri tidak jaman biarkan jawaban tetaplah jawaban anak pintar tersandung egoan hirarki,0
@rahmattok2541,seindonesia bahkan sejagatraya melihatnya...🙏,0,1 jam yang lalu,0,0,45,seindonesia bahkan sejagatraya melihatnya,seindonesia bahkan sejagatraya melihatnya,seindonesia bahkan sejagatraya melihatnya,1
@rahmattok2541,ini acara CEDAS CERMAT?,0,1 jam yang lalu,0,0,23,ini acara cedas cermat,ini acara cedas cermat,acara cedas cermat,1
@murniatimene4286,"Jawabannya sama, kenapa  tim juri nya pilih kasih 😮",0,1 jam yang lalu,0,0,51,jawabannya sama kenapa tim juri nya pilih kasih,jawabannya sama kenapa tim juri ya pilih kasih,jawabannya tim juri pilih kasih,0
@didansmachs4293,"Menjatuhkan semangat si ade,bagusnya di biokot aja,buang2 anggaran honor juri gak mutu,efisiensi woyy..",32,1 hari yang lalu,32,1,103,menjatuhkan semangat si ade bagusnya di biokot aja buang anggaran honor juri gak mutu efisiensi woyy,menjatuhkan semangat sih adek bagusnya di biokot saja buang anggaran honor juri tidak mutu efisiensi woyy,menjatuhkan semangat adek bagusnya biokot buang anggaran honor juri tidak mutu efisiensi woyy,0
@Safri_ef17,​ @DewaHitam-j5k Hidoop Kokowikwik,1,9 jam yang lalu,1,0,34,j k hidoop kokowikwik,saja ke hidoop kokowikwik,hidoop kokowikwik,1
@ahsanulalfajarinugraha5354,Admin channelnya baca komentar ga ya?,4,13 jam yang lalu,4,0,37,admin channelnya baca komentar ga ya,admin channelnya baca komentar tidak ya,admin channelnya baca komentar tidak,1
@VIO_AP,Acara gak berpaedah yg tdnya mau hebat ehhh malah di hujat seindonesia😅😅😅,2,14 jam yang lalu,2,0,73,acara gak berpaedah yg tdnya mau hebat ehhh malah di hujat seindonesia,acara tidak berpaedah yang tadinya mau hebat eh malah di hujat seindonesia,acara tidak berpaedah tadinya hebat eh malah hujat seindonesia,1
@lyqzna,STUJUUUUU❤❤❤❤❤,1,1 hari yang lalu,1,1,14,stujuuuuu,setuju,setuju,1
@lamanian019,Harus dipecat,1,21 jam yang lalu,1,0,13,harus dipecat,harus dipecat,dipecat,1
@Anakibu-yanti,pecat aja itu beban negara,1,12 jam yang lalu,1,0,26,pecat aja itu beban negara,pecat saja itu beban negara,pecat beban negara,1
@VIO_AP,​ @Anakibu-yanti Yg begini malah di dapat promosi jabatan  oleh negara konoha😅😅😅😅,0,10 jam yang lalu,0,0,81,yanti yg begini malah di dapat promosi jabatan oleh negara konoha,yanti yang begini malah di dapat promosi jabatan oleh negara konoha,yanti malah promosi jabatan negara konoha,1
@DPWPANProvinsiJambi,Juri gak bermutu,0,8 jam yang lalu,0,0,16,juri gak bermutu,juri tidak bermutu,juri tidak bermutu,0
@DPWPANProvinsiJambi,Nampak sekali curangnya menyebut sma yang juara satu dengan tepuk tangan,0,8 jam yang lalu,0,0,72,nampak sekali curangnya menyebut sma yang juara satu dengan tepuk tangan,menampak sekali curangnya menyebut sama yang juara satu dengan tepuk tangan,menampak sekali curangnya menyebut juara satu tepuk tangan,0
@Franky-v9i,Gk berkompetan kok jadi juri,0,7 jam yang lalu,0,0,28,gk berkompetan kok jadi juri,tidak berkompetan kok jadi juri,tidak berkompetan juri,0
@journaldemokrasi,Juri dan MC punya akun YouTube gk????,0,6 jam yang lalu,0,0,37,juri dan mc punya akun youtube gk,juri dan mc punya akun youtube tidak,juri mc punya youtube tidak,0
@bernadettadewi3774,"Betul, adeknya bisa jadi mau jawab tapi takut dapat nilai minus lagi. Bagus loh adeknya kritis dan berani",0,5 jam yang lalu,0,0,105,betul adeknya bisa jadi mau jawab tapi takut dapat nilai minus lagi bagus loh adeknya kritis dan berani,betul adeknya bisa jadi mau jawab tapi takut dapat nilai minus lagi bagus loh adeknya kritis dan berani,betul adeknya jawab takut nilai minus bagus adeknya kritis berani,0
@nufusnufus2312,Betul,0,48 menit yang lalu,0,0,5,betul,betul,betul,1
@xytrue-c2w,"Bener sih, anak2 ini semua udah berani lawan rasa canggungnya mereka loh, kalo misalnya memang ada artikulasi yg kurang jelas itu juga karna rasa grogi mereka itu hal wajar, kita aja suka gemeter tiba² blank, itu udah bener jawabannya & jelas, harusnya didukung, ditoleransi & kasih nilai,.",0,34 menit yang lalu,0,0,290,bener sih anak ini semua udah berani lawan rasa canggungnya mereka loh kalo misalnya memang ada artikulasi yg kurang jelas itu juga karna rasa grogi mereka itu hal wajar kita aja suka gemeter tiba blank itu udah bener jawabannya jelas harusnya didukung ditoleransi kasih nilai,benar sih anak ini semua sudah berani lawan rasa canggungnya mereka loh kalau misalnya memang ada artikulasi yang kurang jelas itu juga karena rasa grogi mereka itu hal wajar kita saja suka gemeter tiba blank itu sudah benar jawabannya jelas harusnya didukung ditoleransi kasih nilai,benar anak berani lawan rasa canggungnya misalnya artikulasi kurang jelas rasa grogi wajar suka gemeter tiba blank benar jawabannya jelas harusnya didukung ditoleransi kasih nilai,0
@guidancecounseling24A,"Dewan jurinya tidak kompeten, lemot banget",0,22 jam yang lalu,0,0,42,dewan jurinya tidak kompeten lemot banget,dewan jurinya tidak kompeten lemot banget,dewan jurinya tidak kompeten lemot,0
@lukmanhakimsiregar1985,Beginilah kalau menempatkan orang yg tidak berkompeten...,0,20 jam yang lalu,0,0,57,beginilah kalau menempatkan orang yg tidak berkompeten,beginilah kalau menempatkan orang yang tidak berkompeten,beginilah menempatkan tidak berkompeten,1
@jaehahaheh123,Up sampai minta maaf dan ganti pemenang,12,15 jam yang lalu,12,0,39,up sampai minta maaf dan ganti pemenang,up sampai meminta maaf dan ganti pemenang,up meminta maaf ganti pemenang,1
@leoraawrr, @jaehahaheh123  SETUJUU,4,5 jam yang lalu,4,0,24,setujuu,setujuu,setujuu,1
@ratnapuspasari4336,Setujuuuuuuu,1,4 jam yang lalu,1,0,12,setujuuuuuuu,setuju,setuju,1
@maryadi2556,Harus ada rasa keadilan,0,3 jam yang lalu,0,0,23,harus ada rasa keadilan,harus ada rasa keadilan,rasa keadilan,1
@mbohmekgaetumbal,bg kayaknya jurinya sekolah di depan gerbang keknya😹😹,0,3 jam yang lalu,0,0,53,bg kayaknya jurinya sekolah di depan gerbang keknya,bang kayaknya jurinya sekolah di depan gerbang kayaknya,jurinya sekolah depan gerbang,0
